Params,Total Accuracy,Accuracy per label,Max val list,Max str list,Label str,Matrice
"['smooth(5)', 'BW(10, 3)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Not Normalized', 'High Wavenumbers']",0.32894736842105265,"[61.0, 40.0, 26.0, 24.0, 0.0, 0.0, 31.0, 90.0]","[14.0, 50.0, 41.0, 31.0, 33.0, 42.0, 19.0, 5.0]","['Thalamus', 'GPi', 'GPe', 'Thalamus', 'GPe', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[66  0  4 14  0  7 17  0]
 [ 0 10 75  4 20 28  5  0]
 [ 4 74 14  6  8 26 10  0]
 [20  4  8 73  0  0  3  0]
 [ 0 22 12  0 13 14  0  0]
 [ 1 19 46  0 30  4  6  0]
 [27 15 20  9  0  2 34  1]
 [ 1  3 14  3  0  0  0 40]]"
"['smooth(5)', 'ORPL(40)', 'PCA(5)', 'KNN(8)', 'Normalized', 'FingerPrint']",0.3229665071770335,"[55.0, 31.0, 13.0, 47.0, 0.0, 18.0, 39.0, 59.0]","[27.0, 53.0, 45.0, 32.0, 39.0, 42.0, 19.0, 23.0]","['Thalamus', 'GPi', 'GPe', 'Caudate', 'GPe', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[59  2  2 10  0  6 29  0]
 [ 3 44 75  3  2 10  5  0]
 [ 3 64 19  7  1 32 15  1]
 [35 10  4 51  0  2  1  5]
 [ 1 24 20  4  0 10  0  2]
 [19 19 45  0  0 19  4  0]
 [20 19 16  2  0  8 42  1]
 [ 0  4  7 14  0  0  0 36]]"
"['smooth(5)', 'ORPL(40)', 'PCA(5)', 'KNN(8)', 'Normalized', 'No Raman Region']",0.10526315789473684,"[31.0, 14.0, 9.0, 2.0, 0.0, 8.0, 9.0, 0.0]","[18.0, 35.0, 27.0, 44.0, 39.0, 31.0, 38.0, 28.0]","['STN', 'GPi', 'GPe', 'GPe', 'GPe', 'GPe', 'Caudate', 'GPe']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[59  2  2 10  0  6 29  0]
 [ 3 44 75  3  2 10  5  0]
 [ 3 64 19  7  1 32 15  1]
 [35 10  4 51  0  2  1  5]
 [ 1 24 20  4  0 10  0  2]
 [19 19 45  0  0 19  4  0]
 [20 19 16  2  0  8 42  1]
 [ 0  4  7 14  0  0  0 36]]"
"['smooth(5)', 'ORPL(40)', 'PCA(5)', 'KNN(8)', 'Normalized', 'High Wavenumbers']",0.26555023923444976,"[67.0, 4.0, 12.0, 22.0, 2.0, 11.0, 40.0, 79.0]","[16.0, 65.0, 44.0, 31.0, 66.0, 37.0, 18.0, 21.0]","['Putamen', 'GPi', 'GPe', 'Caudate', 'GPe', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[59  2  2 10  0  6 29  0]
 [ 3 44 75  3  2 10  5  0]
 [ 3 64 19  7  1 32 15  1]
 [35 10  4 51  0  2  1  5]
 [ 1 24 20  4  0 10  0  2]
 [19 19 45  0  0 19  4  0]
 [20 19 16  2  0  8 42  1]
 [ 0  4  7 14  0  0  0 36]]"
"['smooth(5)', 'ORPL(40)', 'PCA(5)', 'KNN(8)', 'Not Normalized', 'FingerPrint']",0.24641148325358853,"[47.0, 20.0, 8.0, 45.0, 0.0, 2.0, 11.0, 85.0]","[31.0, 53.0, 50.0, 20.0, 43.0, 35.0, 48.0, 10.0]","['Thalamus', 'GPi', 'GPe', 'Thalamus', 'STN', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[51  0  6 10  0  7 34  0]
 [ 0 28 75  4  6 23  6  0]
 [ 5 71 12  9  9 31  5  0]
 [19 13  3 49  0  1 22  1]
 [ 0 21 11  3  0 26  0  0]
 [18 14 37  1 31  2  3  0]
 [52 15 15  4  0  8 12  2]
 [ 0  0  1  6  0  0  2 52]]"
"['smooth(5)', 'ORPL(40)', 'PCA(5)', 'KNN(8)', 'Not Normalized', 'No Raman Region']",0.15669856459330145,"[32.0, 16.0, 6.0, 47.0, 0.0, 11.0, 2.0, 0.0]","[19.0, 25.0, 39.0, 25.0, 33.0, 30.0, 38.0, 34.0]","['GPi', 'GPi', 'GPe', 'Thalamus', 'WM', 'GPi', 'Caudate', 'GPe']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[51  0  6 10  0  7 34  0]
 [ 0 28 75  4  6 23  6  0]
 [ 5 71 12  9  9 31  5  0]
 [19 13  3 49  0  1 22  1]
 [ 0 21 11  3  0 26  0  0]
 [18 14 37  1 31  2  3  0]
 [52 15 15  4  0  8 12  2]
 [ 0  0  1  6  0  0  2 52]]"
"['smooth(5)', 'ORPL(40)', 'PCA(5)', 'KNN(8)', 'Not Normalized', 'High Wavenumbers']",0.23684210526315788,"[59.0, 14.0, 6.0, 39.0, 5.0, 5.0, 20.0, 54.0]","[15.0, 61.0, 46.0, 28.0, 36.0, 50.0, 34.0, 20.0]","['GPi', 'GPi', 'GPe', 'Thalamus', 'GPe', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[51  0  6 10  0  7 34  0]
 [ 0 28 75  4  6 23  6  0]
 [ 5 71 12  9  9 31  5  0]
 [19 13  3 49  0  1 22  1]
 [ 0 21 11  3  0 26  0  0]
 [18 14 37  1 31  2  3  0]
 [52 15 15  4  0  8 12  2]
 [ 0  0  1  6  0  0  2 52]]"
"['smooth(5)', 'ORPL(40)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Normalized', 'FingerPrint']",0.3241626794258373,"[55.0, 18.0, 13.0, 55.0, 0.0, 34.0, 38.0, 54.0]","[25.0, 56.0, 44.0, 31.0, 44.0, 51.0, 29.0, 30.0]","['Thalamus', 'GPi', 'GPe', 'Caudate', 'GPe', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[59  5  1 12  0  4 27  0]
 [ 3 25 80  2  2 15 14  1]
 [ 3 62 18  5  0 38 14  2]
 [33  3  1 59  0  1  4  7]
 [ 0 27 13  4  0 15  0  2]
 [ 0 12 54  0  0 36  4  0]
 [31 22 10  2  0  1 41  1]
 [ 0  4  6 18  0  0  0 33]]"
"['smooth(5)', 'ORPL(40)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Normalized', 'No Raman Region']",0.11602870813397129,"[31.0, 17.0, 6.0, 4.0, 0.0, 17.0, 6.0, 5.0]","[25.0, 27.0, 32.0, 28.0, 34.0, 31.0, 38.0, 28.0]","['Thalamus', 'GPi', 'GPe', 'GPi', 'GPe', 'GPe', 'Caudate', 'GPe']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[59  5  1 12  0  4 27  0]
 [ 3 25 80  2  2 15 14  1]
 [ 3 62 18  5  0 38 14  2]
 [33  3  1 59  0  1  4  7]
 [ 0 27 13  4  0 15  0  2]
 [ 0 12 54  0  0 36  4  0]
 [31 22 10  2  0  1 41  1]
 [ 0  4  6 18  0  0  0 33]]"
"['smooth(5)', 'ORPL(40)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Normalized', 'High Wavenumbers']",0.2236842105263158,"[66.0, 3.0, 8.0, 20.0, 3.0, 12.0, 35.0, 43.0]","[18.0, 64.0, 43.0, 27.0, 57.0, 36.0, 16.0, 36.0]","['Putamen', 'GPi', 'GPe', 'Caudate', 'GPe', 'GPe', 'Caudate', 'GPi']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[59  5  1 12  0  4 27  0]
 [ 3 25 80  2  2 15 14  1]
 [ 3 62 18  5  0 38 14  2]
 [33  3  1 59  0  1  4  7]
 [ 0 27 13  4  0 15  0  2]
 [ 0 12 54  0  0 36  4  0]
 [31 22 10  2  0  1 41  1]
 [ 0  4  6 18  0  0  0 33]]"
"['smooth(5)', 'ORPL(40)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Not Normalized', 'FingerPrint']",0.23923444976076555,"[38.0, 20.0, 10.0, 44.0, 0.0, 5.0, 14.0, 82.0]","[39.0, 46.0, 49.0, 26.0, 39.0, 30.0, 42.0, 13.0]","['Thalamus', 'GPi', 'GPe', 'Thalamus', 'STN', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[41  0  7 11  0  7 42  0]
 [ 0 28 66  2 11 29  6  0]
 [ 6 69 14  7 12 25  9  0]
 [20  9  3 47  0  0 28  1]
 [ 1 18 15  3  0 24  0  0]
 [15 20 32  0 25  5  9  0]
 [45 25 10  6  0  5 15  2]
 [ 0  0  0  8  0  0  3 50]]"
"['smooth(5)', 'ORPL(40)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Not Normalized', 'No Raman Region']",0.14473684210526316,"[32.0, 13.0, 7.0, 44.0, 0.0, 5.0, 5.0, 0.0]","[22.0, 32.0, 35.0, 27.0, 31.0, 37.0, 33.0, 25.0]","['GPi', 'GPi', 'GPe', 'Thalamus', 'WM', 'GPi', 'Caudate', 'STN']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[41  0  7 11  0  7 42  0]
 [ 0 28 66  2 11 29  6  0]
 [ 6 69 14  7 12 25  9  0]
 [20  9  3 47  0  0 28  1]
 [ 1 18 15  3  0 24  0  0]
 [15 20 32  0 25  5  9  0]
 [45 25 10  6  0  5 15  2]
 [ 0  0  0  8  0  0  3 50]]"
"['smooth(5)', 'ORPL(40)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Not Normalized', 'High Wavenumbers']",0.24282296650717702,"[60.0, 17.0, 3.0, 47.0, 5.0, 8.0, 16.0, 51.0]","[16.0, 58.0, 45.0, 18.0, 36.0, 44.0, 43.0, 15.0]","['Thalamus', 'GPi', 'GPe', 'GPe', 'GPi', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[41  0  7 11  0  7 42  0]
 [ 0 28 66  2 11 29  6  0]
 [ 6 69 14  7 12 25  9  0]
 [20  9  3 47  0  0 28  1]
 [ 1 18 15  3  0 24  0  0]
 [15 20 32  0 25  5  9  0]
 [45 25 10  6  0  5 15  2]
 [ 0  0  0  8  0  0  3 50]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'PCA(5)', 'KNN(8)', 'Normalized', 'FingerPrint']",0.28827751196172247,"[67.0, 9.0, 1.0, 54.0, 8.0, 16.0, 31.0, 66.0]","[14.0, 71.0, 56.0, 37.0, 67.0, 70.0, 35.0, 20.0]","['Thalamus', 'GPi', 'GPe', 'Caudate', 'GPe', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[ 72   3   4  14   0   0  15   0]
 [  6  13 101   2   1  13   6   0]
 [  2  80   2   5   0  39  12   2]
 [ 40   2   3  58   1   0   4   0]
 [  0  41   5   8   5   2   0   0]
 [  0  15  74   0   0  17   0   0]
 [ 38  15  20   1   0   0  34   0]
 [  0   1   8  12   0   0   0  40]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'PCA(5)', 'KNN(8)', 'Normalized', 'No Raman Region']",0.12679425837320574,"[23.0, 11.0, 8.0, 37.0, 0.0, 6.0, 7.0, 0.0]","[25.0, 34.0, 35.0, 23.0, 38.0, 37.0, 26.0, 43.0]","['GPe', 'GPi', 'GPe', 'Caudate', 'GPe', 'GPe', 'Caudate', 'GPe']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[ 72   3   4  14   0   0  15   0]
 [  6  13 101   2   1  13   6   0]
 [  2  80   2   5   0  39  12   2]
 [ 40   2   3  58   1   0   4   0]
 [  0  41   5   8   5   2   0   0]
 [  0  15  74   0   0  17   0   0]
 [ 38  15  20   1   0   0  34   0]
 [  0   1   8  12   0   0   0  40]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'PCA(5)', 'KNN(8)', 'Normalized', 'High Wavenumbers']",0.3014354066985646,"[56.0, 22.0, 9.0, 51.0, 2.0, 6.0, 31.0, 85.0]","[21.0, 52.0, 52.0, 30.0, 34.0, 42.0, 26.0, 8.0]","['Putamen', 'GPi', 'GPe', 'Caudate', 'GPe', 'GPe', 'Caudate', 'GPi']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[ 72   3   4  14   0   0  15   0]
 [  6  13 101   2   1  13   6   0]
 [  2  80   2   5   0  39  12   2]
 [ 40   2   3  58   1   0   4   0]
 [  0  41   5   8   5   2   0   0]
 [  0  15  74   0   0  17   0   0]
 [ 38  15  20   1   0   0  34   0]
 [  0   1   8  12   0   0   0  40]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'PCA(5)', 'KNN(8)', 'Not Normalized', 'FingerPrint']",0.27631578947368424,"[56.0, 6.0, 11.0, 71.0, 21.0, 4.0, 13.0, 66.0]","[23.0, 56.0, 51.0, 16.0, 31.0, 44.0, 44.0, 23.0]","['Thalamus', 'GPi', 'GPe', 'Caudate', 'STN', 'GPi', 'Caudate', 'GPi']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[60  0  6 10  0  7 25  0]
 [ 1  8 79  4 12 31  7  0]
 [ 8 72 15  6  5 27  9  0]
 [17  4  7 77  0  0  2  1]
 [ 0 14 15  0 13 19  0  0]
 [11 24 47  0 16  4  4  0]
 [48 20 16  5  0  3 14  2]
 [ 0  0 14  5  0  0  2 40]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'PCA(5)', 'KNN(8)', 'Not Normalized', 'No Raman Region']",0.145933014354067,"[31.0, 9.0, 8.0, 50.0, 0.0, 3.0, 6.0, 0.0]","[26.0, 39.0, 43.0, 23.0, 33.0, 41.0, 28.0, 26.0]","['GPi', 'GPi', 'GPe', 'Thalamus', 'WM', 'GPe', 'Caudate', 'SN']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[60  0  6 10  0  7 25  0]
 [ 1  8 79  4 12 31  7  0]
 [ 8 72 15  6  5 27  9  0]
 [17  4  7 77  0  0  2  1]
 [ 0 14 15  0 13 19  0  0]
 [11 24 47  0 16  4  4  0]
 [48 20 16  5  0  3 14  2]
 [ 0  0 14  5  0  0  2 40]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'PCA(5)', 'KNN(8)', 'Not Normalized', 'High Wavenumbers']",0.2679425837320574,"[57.0, 27.0, 11.0, 33.0, 0.0, 0.0, 17.0, 89.0]","[21.0, 53.0, 56.0, 35.0, 41.0, 42.0, 42.0, 8.0]","['Thalamus', 'GPi', 'GPe', 'Thalamus', 'GPe', 'GPi', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[60  0  6 10  0  7 25  0]
 [ 1  8 79  4 12 31  7  0]
 [ 8 72 15  6  5 27  9  0]
 [17  4  7 77  0  0  2  1]
 [ 0 14 15  0 13 19  0  0]
 [11 24 47  0 16  4  4  0]
 [48 20 16  5  0  3 14  2]
 [ 0  0 14  5  0  0  2 40]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Normalized', 'FingerPrint']",0.3062200956937799,"[58.0, 11.0, 7.0, 69.0, 3.0, 16.0, 31.0, 67.0]","[21.0, 70.0, 54.0, 25.0, 64.0, 61.0, 35.0, 15.0]","['Putamen', 'GPi', 'GPe', 'Caudate', 'GPe', 'GPi', 'Caudate', 'GPi']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[ 63   5   6  23   0   0  11   0]
 [  5  15 100   0   0  10  12   0]
 [  1  76  10   4   0  31  16   4]
 [ 27   1   4  75   0   0   1   0]
 [  0  39   9   9   2   2   0   0]
 [  0  23  65   0   0  17   1   0]
 [ 38  18  15   4   0   0  33   0]
 [  4   0   9   7   0   0   0  41]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Normalized', 'No Raman Region']",0.09210526315789473,"[27.0, 11.0, 4.0, 17.0, 2.0, 2.0, 6.0, 0.0]","[28.0, 25.0, 30.0, 37.0, 31.0, 35.0, 43.0, 28.0]","['Putamen', 'Caudate', 'GPe', 'Caudate', 'Caudate', 'GPe', 'Caudate', 'GPe']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[ 63   5   6  23   0   0  11   0]
 [  5  15 100   0   0  10  12   0]
 [  1  76  10   4   0  31  16   4]
 [ 27   1   4  75   0   0   1   0]
 [  0  39   9   9   2   2   0   0]
 [  0  23  65   0   0  17   1   0]
 [ 38  18  15   4   0   0  33   0]
 [  4   0   9   7   0   0   0  41]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Normalized', 'High Wavenumbers']",0.2966507177033493,"[49.0, 15.0, 8.0, 64.0, 0.0, 16.0, 21.0, 85.0]","[29.0, 58.0, 49.0, 21.0, 38.0, 38.0, 27.0, 7.0]","['Putamen', 'GPi', 'GPe', 'Caudate', 'GPe', 'GPe', 'Caudate', 'Putamen']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[ 63   5   6  23   0   0  11   0]
 [  5  15 100   0   0  10  12   0]
 [  1  76  10   4   0  31  16   4]
 [ 27   1   4  75   0   0   1   0]
 [  0  39   9   9   2   2   0   0]
 [  0  23  65   0   0  17   1   0]
 [ 38  18  15   4   0   0  33   0]
 [  4   0   9   7   0   0   0  41]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Not Normalized', 'FingerPrint']",0.2595693779904306,"[48.0, 11.0, 8.0, 69.0, 13.0, 5.0, 6.0, 70.0]","[28.0, 49.0, 51.0, 16.0, 36.0, 38.0, 51.0, 11.0]","['Thalamus', 'GPi', 'GPe', 'Caudate', 'STN', 'GPi', 'Caudate', 'GPi']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[52  0  8 10  0  8 30  0]
 [ 0 15 70  3 17 29  8  0]
 [ 5 72 12  7  8 29  9  0]
 [17  9  7 75  0  0  0  0]
 [ 0 20 11  0  8 22  0  0]
 [ 3 17 40  0 30  5 11  0]
 [55 17 18  6  0  4  7  1]
 [ 3  1  7  5  0  0  2 43]]"
"['savgol(9, 3)', 'ALS(10, 0.001)', 'UMAAP(4, 15, 0.5)', 'KNN(8)', 'Not Normalized', 'No Raman Region']",0.13995215311004786,"[31.0, 11.0, 6.0, 46.0, 0.0, 2.0, 6.0, 0.0]","[18.0, 29.0, 31.0, 27.0, 30.0, 36.0, 28.0, 25.0]","['Thalamus', 'GPi', 'GPe', 'Thalamus', 'WM', 'GPe', 'Caudate', 'SN']","['Caudate', 'GPe', 'GPi', 'Putamen', 'SN', 'STN', 'Thalamus', 'WM']","[[52  0  8 10  0  8 30  0]
 [ 0 15 70  3 17 29  8  0]
 [ 5 72 12  7  8 29  9  0]
 [17  9  7 75  0  0  0  0]
 [ 0 20 11  0  8 22  0  0]
 [ 3 17 40  0 30  5 11  0]
 [55 17 18  6  0  4  7  1]
 [ 3  1  7  5  0  0  2 43]]"
